id,label,category,era,status,weight,url
sporadic_groups,Sporadic simple groups,Algebra,1861-1980,object,8,https://en.wikipedia.org/wiki/Sporadic_group
monster_group,Monster group & Monstrous Moonshine,Algebra,1973-1992,conjecture,9,https://en.wikipedia.org/wiki/Monstrous_moonshine
galois_theory,Galois theory,Algebra,1832,theorem,7,https://en.wikipedia.org/wiki/Galois_theory
galois_correspondence,Galois correspondence (fundamental theorem),Algebra,1832/1894,theorem,7,https://en.wikipedia.org/wiki/Fundamental_theorem_of_Galois_theory
solvable_groups,Solvable groups,Algebra,1832,definition,4,https://en.wikipedia.org/wiki/Solvable_group
abel_ruffini,Abel–Ruffini theorem (unsolvability of quintic),Algebra,1799-1824,theorem,6,https://en.wikipedia.org/wiki/Abel%E2%80%93Ruffini_theorem
radical_extensions,Solvability by radicals,Algebra,1832,theorem,6,https://en.wikipedia.org/wiki/Solvable_group#Solvability_of_polynomial_equations
inverse_galois_problem,Inverse Galois Problem,Algebra,1892-present,open_problem,9,https://en.wikipedia.org/wiki/Inverse_Galois_problem
rings_axioms,Ring axioms,Algebra,19th-20th c.,axiom,2,https://en.wikipedia.org/wiki/Ring_(mathematics)
polynomial_rings,Polynomial rings,Algebra,19th c.,object,2,https://en.wikipedia.org/wiki/Polynomial_ring
ideals,Ideals,Algebra,1871 (Dedekind),definition,3,https://en.wikipedia.org/wiki/Ideal_(ring_theory)
quotient_rings,Quotient rings,Algebra,19th-20th c.,definition,3,https://en.wikipedia.org/wiki/Quotient_ring
pid_ufd,PIDs and UFDs,Algebra,19th-20th c.,definition,4,https://en.wikipedia.org/wiki/Principal_ideal_domain
euclidean_domains,Euclidean domains,Algebra,19th-20th c.,definition,3,https://en.wikipedia.org/wiki/Euclidean_domain
noetherian_rings,Noetherian rings,Algebra,1921 (Noether),definition,5,https://en.wikipedia.org/wiki/Noetherian_ring
hilbert_basis_theorem,Hilbert's Basis Theorem,Algebra,1890,theorem,5,https://en.wikipedia.org/wiki/Hilbert%27s_basis_theorem
fields_axioms,Field axioms,Algebra,19th c.,axiom,2,https://en.wikipedia.org/wiki/Field_(mathematics)
field_extensions,Field extensions,Algebra,19th c.,definition,4,https://en.wikipedia.org/wiki/Field_extension
algebraic_closure,Algebraic closure,Algebra,19th-20th c.,definition,4,https://en.wikipedia.org/wiki/Algebraic_closure
fund_thm_algebra,Fundamental Theorem of Algebra,Algebra,1799 (Gauss),theorem,5,https://en.wikipedia.org/wiki/Fundamental_theorem_of_algebra
finite_fields,Finite fields (Galois fields),Algebra,1830,theorem,4,https://en.wikipedia.org/wiki/Finite_field
splitting_fields,Splitting fields,Algebra,19th-20th c.,definition,4,https://en.wikipedia.org/wiki/Splitting_field
separable_extensions,Separable & normal extensions,Algebra,19th-20th c.,definition,5,https://en.wikipedia.org/wiki/Separable_extension
vector_spaces,Vector space axioms,Linear Algebra,19th-20th c.,axiom,2,https://en.wikipedia.org/wiki/Vector_space
basis_dimension,Basis & dimension,Linear Algebra,19th c.,definition,2,https://en.wikipedia.org/wiki/Basis_(linear_algebra)
linear_maps,Linear transformations,Linear Algebra,19th c.,definition,2,https://en.wikipedia.org/wiki/Linear_map
matrix_algebra,Matrix algebra,Linear Algebra,1858 (Cayley),definition,2,https://en.wikipedia.org/wiki/Matrix_(mathematics)
determinants,Determinants,Linear Algebra,17th-18th c.,definition,2,https://en.wikipedia.org/wiki/Determinant
cayley_hamilton,Cayley–Hamilton theorem,Linear Algebra,1858,theorem,4,https://en.wikipedia.org/wiki/Cayley%E2%80%93Hamilton_theorem
eigen_theory,Eigenvalues & eigenvectors,Linear Algebra,18th-19th c.,definition,3,https://en.wikipedia.org/wiki/Eigenvalues_and_eigenvectors
jordan_normal_form,Jordan normal form,Linear Algebra,1870,theorem,5,https://en.wikipedia.org/wiki/Jordan_normal_form
spectral_theorem,Spectral theorem,Linear Algebra,1904-1929,theorem,6,https://en.wikipedia.org/wiki/Spectral_theorem
bilinear_quadratic_forms,Bilinear & quadratic forms,Linear Algebra,19th c.,definition,4,https://en.wikipedia.org/wiki/Quadratic_form
tensor_products,Tensor products,Linear Algebra,19th-20th c.,definition,5,https://en.wikipedia.org/wiki/Tensor_product
multilinear_algebra,Multilinear algebra & tensors,Linear Algebra,19th-20th c.,definition,5,https://en.wikipedia.org/wiki/Multilinear_algebra
modules_theory,Modules over a ring,Algebra,19th-20th c.,definition,4,https://en.wikipedia.org/wiki/Module_(mathematics)
structure_thm_pid_modules,Structure theorem for f.g. modules over a PID,Algebra,20th c.,theorem,6,https://en.wikipedia.org/wiki/Structure_theorem_for_finitely_generated_modules_over_a_principal_ideal_domain
representation_theory,Representation theory of groups,Algebra,1896 (Frobenius),theorem,7,https://en.wikipedia.org/wiki/Representation_theory
characters_of_groups,Character theory,Algebra,1896 (Frobenius),definition,6,https://en.wikipedia.org/wiki/Character_theory
maschke_theorem,Maschke's theorem,Algebra,1899,theorem,6,https://en.wikipedia.org/wiki/Maschke%27s_theorem
lie_groups,Lie groups,Algebra,1870s (Sophus Lie),object,7,https://en.wikipedia.org/wiki/Lie_group
lie_algebras,Lie algebras,Algebra,1870s,object,7,https://en.wikipedia.org/wiki/Lie_algebra
classification_simple_lie_algebras,Classification of simple Lie algebras (Killing–Cartan),Algebra,1888-1894,theorem,9,https://en.wikipedia.org/wiki/Killing%E2%80%93Cartan_classification
root_systems,Root systems & Dynkin diagrams,Algebra,1890s-1940s,definition,8,https://en.wikipedia.org/wiki/Root_system
exceptional_lie_groups,"Exceptional Lie groups (G2,F4,E6,E7,E8)",Algebra,1890s-1950s,object,9,https://en.wikipedia.org/wiki/E8_(mathematics)
universal_algebra,Universal algebra,Algebra,1930s-1950s,definition,6,https://en.wikipedia.org/wiki/Universal_algebra
lattice_theory,Lattice theory & order theory,Order Theory,1890s-1930s,definition,4,https://en.wikipedia.org/wiki/Lattice_(order)
boolean_lattices,Boolean lattices & Stone duality,Order Theory,1936 (Stone),theorem,6,https://en.wikipedia.org/wiki/Stone%27s_representation_theorem_for_Boolean_algebras
category_theory,Category theory axioms,Category Theory,1945 (Eilenberg–Mac Lane),axiom,6,https://en.wikipedia.org/wiki/Category_theory
functors_natural_transf,Functors & natural transformations,Category Theory,1945,definition,6,https://en.wikipedia.org/wiki/Functor
yoneda_lemma,Yoneda Lemma,Category Theory,1954,theorem,8,https://en.wikipedia.org/wiki/Yoneda_lemma
adjoint_functors,Adjoint functors,Category Theory,1958 (Kan),definition,7,https://en.wikipedia.org/wiki/Adjoint_functors
limits_colimits_cat,Limits & colimits in categories,Category Theory,1950s-60s,definition,7,https://en.wikipedia.org/wiki/Limit_(category_theory)
abelian_categories,Abelian categories,Category Theory,1957 (Grothendieck),definition,7,https://en.wikipedia.org/wiki/Abelian_category
homological_algebra,Homological algebra,Category Theory,1940s-1950s,definition,7,https://en.wikipedia.org/wiki/Homological_algebra
chain_complexes,Chain complexes & exact sequences,Category Theory,1940s,definition,6,https://en.wikipedia.org/wiki/Chain_complex
derived_functors,"Derived functors (Ext, Tor)",Category Theory,1956 (Cartan–Eilenberg),definition,8,https://en.wikipedia.org/wiki/Derived_functor
spectral_sequences,Spectral sequences,Category Theory,1946 (Leray),definition,9,https://en.wikipedia.org/wiki/Spectral_sequence
topos_theory,Topos theory,Category Theory,1960s (Grothendieck/Lawvere),theorem,9,https://en.wikipedia.org/wiki/Topos
derived_categories,Derived categories,Category Theory,1963 (Verdier),definition,9,https://en.wikipedia.org/wiki/Derived_category
commutative_algebra,Commutative algebra,Algebra,19th-20th c.,definition,5,https://en.wikipedia.org/wiki/Commutative_algebra
nullstellensatz,Hilbert's Nullstellensatz,Algebra,1893,theorem,6,https://en.wikipedia.org/wiki/Hilbert%27s_Nullstellensatz
invariant_theory,Invariant theory,Algebra,19th c.,definition,6,https://en.wikipedia.org/wiki/Invariant_theory
hilbert_14th_problem,Hilbert's Fourteenth Problem,Algebra,1900/1959,theorem,7,https://en.wikipedia.org/wiki/Hilbert%27s_fourteenth_problem
linear_codes,Linear codes over finite fields,Coding Theory,1948-1950,definition,4,https://en.wikipedia.org/wiki/Linear_code
hamming_distance,Hamming distance & weight,Coding Theory,1950,definition,3,https://en.wikipedia.org/wiki/Hamming_distance
hamming_code,Hamming codes,Coding Theory,1950,theorem,4,https://en.wikipedia.org/wiki/Hamming_code
hamming_bound,Hamming (sphere-packing) bound,Coding Theory,1950,theorem,5,https://en.wikipedia.org/wiki/Hamming_bound
singleton_bound,Singleton bound & MDS codes,Coding Theory,1964,theorem,5,https://en.wikipedia.org/wiki/Singleton_bound
gilbert_varshamov_bound,Gilbert–Varshamov bound,Coding Theory,1952,theorem,6,https://en.wikipedia.org/wiki/Gilbert%E2%80%93Varshamov_bound
reed_solomon,Reed–Solomon codes,Coding Theory,1960,theorem,5,https://en.wikipedia.org/wiki/Reed%E2%80%93Solomon_error_correction
bch_codes,BCH codes,Coding Theory,1959-1960,theorem,5,https://en.wikipedia.org/wiki/BCH_code
cyclic_codes,Cyclic codes,Coding Theory,1957,definition,5,https://en.wikipedia.org/wiki/Cyclic_code
golay_code,Golay codes,Coding Theory,1949,theorem,5,https://en.wikipedia.org/wiki/Binary_Golay_code
golay_sporadic_link,Golay code & Mathieu sporadic groups,Coding Theory,1949/1861,theorem,8,https://en.wikipedia.org/wiki/Binary_Golay_code#Mathematics
shannon_channel_coding,Shannon's channel coding theorem,Coding Theory,1948,theorem,7,https://en.wikipedia.org/wiki/Noisy-channel_coding_theorem
shannon_entropy,Shannon entropy & information theory,Coding Theory,1948,definition,5,https://en.wikipedia.org/wiki/Entropy_(information_theory)
ldpc_codes,LDPC codes,Coding Theory,1963/1996,theorem,6,https://en.wikipedia.org/wiki/Low-density_parity-check_code
turbo_codes,Turbo codes,Coding Theory,1993,theorem,6,https://en.wikipedia.org/wiki/Turbo_code
polar_codes,Polar codes,Coding Theory,2008 (Arıkan),theorem,7,https://en.wikipedia.org/wiki/Polar_code_(coding_theory)
algebraic_geometry_codes,Algebraic-geometry (Goppa) codes,Coding Theory,1981,theorem,8,https://en.wikipedia.org/wiki/Algebraic_geometry_code
cryptography_basics,Cryptography fundamentals,Cryptography,Ancient-20th c.,definition,3,https://en.wikipedia.org/wiki/Cryptography
rsa_cryptosystem,RSA public-key cryptosystem,Cryptography,1977,theorem,6,https://en.wikipedia.org/wiki/RSA_(cryptosystem)
elliptic_curve_cryptography,Elliptic-curve cryptography,Cryptography,1985,theorem,7,https://en.wikipedia.org/wiki/Elliptic-curve_cryptography
discrete_log_problem,Discrete logarithm problem,Cryptography,1976,open_problem,6,https://en.wikipedia.org/wiki/Discrete_logarithm
counting_principles,Basic counting principles,Combinatorics,Ancient,definition,1,
pigeonhole_principle,Pigeonhole principle,Combinatorics,1834 (Dirichlet),theorem,2,https://en.wikipedia.org/wiki/Pigeonhole_principle
binomial_theorem,Binomial theorem,Combinatorics,Ancient-1665,theorem,2,https://en.wikipedia.org/wiki/Binomial_theorem
pascals_triangle,Pascal's triangle,Combinatorics,Ancient/1653,object,1,https://en.wikipedia.org/wiki/Pascal%27s_triangle
generating_functions,Generating functions,Combinatorics,18th c. (Euler),definition,4,https://en.wikipedia.org/wiki/Generating_function
inclusion_exclusion,Inclusion–exclusion principle,Combinatorics,18th-19th c.,theorem,3,https://en.wikipedia.org/wiki/Inclusion%E2%80%93exclusion_principle
permutations_combinations,Permutations & combinations,Combinatorics,Ancient,definition,1,https://en.wikipedia.org/wiki/Permutation
catalan_numbers,Catalan numbers,Combinatorics,18th c. (Euler/Catalan),object,3,https://en.wikipedia.org/wiki/Catalan_number
polya_enumeration,Pólya enumeration theorem,Combinatorics,1937,theorem,6,https://en.wikipedia.org/wiki/P%C3%B3lya_enumeration_theorem
design_theory,Combinatorial design theory,Combinatorics,19th c.-present,definition,5,https://en.wikipedia.org/wiki/Combinatorial_design
latin_squares,Latin squares,Combinatorics,18th c. (Euler),object,3,https://en.wikipedia.org/wiki/Latin_square
block_designs,Block designs (BIBDs),Combinatorics,19th-20th c.,definition,5,https://en.wikipedia.org/wiki/Block_design
graph_definitions,"Graphs: vertices, edges, degree",Graph Theory,1736,definition,1,https://en.wikipedia.org/wiki/Graph_theory
euler_konigsberg,Euler & the Seven Bridges of Königsberg,Graph Theory,1736,theorem,2,https://en.wikipedia.org/wiki/Seven_Bridges_of_K%C3%B6nigsberg
eulerian_hamiltonian,Eulerian and Hamiltonian paths,Graph Theory,1736/1857,theorem,3,https://en.wikipedia.org/wiki/Eulerian_path
trees_graph_theory,Trees & spanning trees,Graph Theory,1857 (Cayley),definition,3,https://en.wikipedia.org/wiki/Tree_(graph_theory)
cayley_tree_formula,Cayley's formula for labeled trees,Graph Theory,1889,theorem,4,https://en.wikipedia.org/wiki/Cayley%27s_formula
graph_coloring,Graph coloring,Graph Theory,1852,definition,3,https://en.wikipedia.org/wiki/Graph_coloring
four_color_theorem,Four Color Theorem,Graph Theory,1852/1976,theorem,7,https://en.wikipedia.org/wiki/Four_color_theorem
chromatic_polynomial,Chromatic polynomial,Graph Theory,1912,definition,4,https://en.wikipedia.org/wiki/Chromatic_polynomial
ramsey_theory,Ramsey's theorem,Combinatorics,1930,theorem,6,https://en.wikipedia.org/wiki/Ramsey%27s_theorem
ramsey_numbers,"Ramsey numbers R(m,n)",Combinatorics,1930-present,open_problem,7,https://en.wikipedia.org/wiki/Ramsey%27s_theorem#Ramsey_numbers
extremal_graph_theory,Extremal graph theory (Turán),Graph Theory,1941,theorem,5,https://en.wikipedia.org/wiki/Extremal_graph_theory
turan_theorem,Turán's theorem,Graph Theory,1941,theorem,5,https://en.wikipedia.org/wiki/Tur%C3%A1n%27s_theorem
planar_graphs,Planar graphs & Kuratowski's theorem,Graph Theory,1930,theorem,5,https://en.wikipedia.org/wiki/Planar_graph
eulers_formula_planar,Euler's formula for planar graphs (V-E+F=2),Graph Theory,1750,theorem,3,https://en.wikipedia.org/wiki/Euler%27s_formula#Topology
graph_minors_rs,Robertson–Seymour graph minor theorem,Graph Theory,1983-2004,theorem,9,https://en.wikipedia.org/wiki/Robertson%E2%80%93Seymour_theorem
probabilistic_method,Probabilistic method (Erdős),Combinatorics,1947,theorem,6,https://en.wikipedia.org/wiki/Probabilistic_method
random_graphs,Random graphs (Erdős–Rényi),Graph Theory,1959,theorem,6,https://en.wikipedia.org/wiki/Erd%C5%91s%E2%80%93R%C3%A9nyi_model
szemeredi_regularity,Szemerédi regularity lemma,Graph Theory,1975,theorem,8,https://en.wikipedia.org/wiki/Szemer%C3%A9di_regularity_lemma
szemeredi_theorem,Szemerédi's theorem (arithmetic progressions),Combinatorics,1975,theorem,8,https://en.wikipedia.org/wiki/Szemer%C3%A9di%27s_theorem
van_der_waerden,Van der Waerden's theorem,Combinatorics,1927,theorem,6,https://en.wikipedia.org/wiki/Van_der_Waerden%27s_theorem
green_tao_theorem,Green–Tao theorem (primes in AP),Number Theory,2004,theorem,9,https://en.wikipedia.org/wiki/Green%E2%80%93Tao_theorem
matroid_theory,Matroid theory,Combinatorics,1935 (Whitney),definition,6,https://en.wikipedia.org/wiki/Matroid
network_flows,Network flows (max-flow min-cut),Graph Theory,1956,theorem,5,https://en.wikipedia.org/wiki/Max-flow_min-cut_theorem
limits_epsilon_delta,ε–δ definition of limit,Analysis,1821 (Cauchy),definition,2,https://en.wikipedia.org/wiki/Limit_of_a_function
continuity,Continuity,Analysis,1821,definition,2,https://en.wikipedia.org/wiki/Continuous_function
uniform_continuity,Uniform continuity,Analysis,1870 (Heine),definition,3,https://en.wikipedia.org/wiki/Uniform_continuity
derivative_def,Derivative (differential calculus),Analysis,1665-1675 (Newton/Leibniz),definition,2,https://en.wikipedia.org/wiki/Derivative
newton_leibniz_calculus,Newton–Leibniz calculus & notation dispute,Analysis,1665-1675,object,3,https://en.wikipedia.org/wiki/Leibniz%E2%80%93Newton_calculus_controversy
mean_value_theorem,Mean Value Theorem,Analysis,1823 (Cauchy),theorem,3,https://en.wikipedia.org/wiki/Mean_value_theorem
rolles_theorem,Rolle's Theorem,Analysis,1691,theorem,2,https://en.wikipedia.org/wiki/Rolle%27s_theorem
riemann_integral,Riemann integral,Analysis,1854,definition,3,https://en.wikipedia.org/wiki/Riemann_integral
fundamental_thm_calculus,Fundamental Theorem of Calculus,Analysis,17th c.,theorem,3,https://en.wikipedia.org/wiki/Fundamental_theorem_of_calculus
sequences_series,"Sequences and series, convergence",Analysis,18th-19th c.,definition,2,https://en.wikipedia.org/wiki/Series_(mathematics)
cauchy_sequences,Cauchy sequences & completeness,Analysis,1821,definition,3,https://en.wikipedia.org/wiki/Cauchy_sequence
uniform_convergence,Uniform convergence,Analysis,1841 (Weierstrass),definition,3,https://en.wikipedia.org/wiki/Uniform_convergence
weierstrass_rigor,Weierstrass's arithmetization of analysis,Analysis,1850s-1870s,object,5,https://en.wikipedia.org/wiki/Karl_Weierstrass
weierstrass_function,"Weierstrass function (continuous, nowhere differentiable)",Analysis,1872,theorem,5,https://en.wikipedia.org/wiki/Weierstrass_function
power_series,Power series & radius of convergence,Analysis,18th-19th c.,definition,3,https://en.wikipedia.org/wiki/Power_series
taylor_series,Taylor series,Analysis,1715,theorem,3,https://en.wikipedia.org/wiki/Taylor_series
complex_analysis_holomorphy,Holomorphic functions & Cauchy–Riemann eqs,Complex Analysis,1821-1851,definition,4,https://en.wikipedia.org/wiki/Holomorphic_function
cauchy_integral_theorem,Cauchy's integral theorem/formula,Complex Analysis,1825-1831,theorem,5,https://en.wikipedia.org/wiki/Cauchy%27s_integral_theorem
laurent_series,Laurent series,Complex Analysis,1843,theorem,5,https://en.wikipedia.org/wiki/Laurent_series
residue_theorem,Residue theorem,Complex Analysis,1831,theorem,5,https://en.wikipedia.org/wiki/Residue_theorem
conformal_mapping,Conformal mappings,Complex Analysis,19th c.,definition,5,https://en.wikipedia.org/wiki/Conformal_map
riemann_mapping_theorem,Riemann Mapping Theorem,Complex Analysis,1851/1900,theorem,7,https://en.wikipedia.org/wiki/Riemann_mapping_theorem
analytic_continuation,Analytic continuation,Complex Analysis,19th c.,theorem,6,https://en.wikipedia.org/wiki/Analytic_continuation
riemann_surfaces,Riemann surfaces,Complex Analysis,1851,definition,7,https://en.wikipedia.org/wiki/Riemann_surface
elliptic_functions,Elliptic functions,Complex Analysis,19th c. (Abel/Jacobi/Weierstrass),definition,6,https://en.wikipedia.org/wiki/Elliptic_function
modular_functions_j_invariant,Modular functions & j-invariant,Complex Analysis,19th c.,definition,8,https://en.wikipedia.org/wiki/J-invariant
measure_theory,Measure theory (Lebesgue),Analysis,1902,definition,5,https://en.wikipedia.org/wiki/Measure_(mathematics)
sigma_algebras,σ-algebras & measurable sets,Analysis,1902-1915,definition,4,https://en.wikipedia.org/wiki/%CE%A3-algebra
lebesgue_integral,Lebesgue integral,Analysis,1904,theorem,5,https://en.wikipedia.org/wiki/Lebesgue_integration
convergence_theorems_measure,Dominated/monotone convergence theorems,Analysis,1908 (Lebesgue),theorem,5,https://en.wikipedia.org/wiki/Dominated_convergence_theorem
lp_spaces,L^p spaces,Functional Analysis,1910 (Riesz),definition,5,https://en.wikipedia.org/wiki/Lp_space
functional_analysis_basics,Normed & Banach spaces,Functional Analysis,1920-1932,definition,5,https://en.wikipedia.org/wiki/Banach_space
hahn_banach,Hahn–Banach theorem,Functional Analysis,1927-1932,theorem,6,https://en.wikipedia.org/wiki/Hahn%E2%80%93Banach_theorem
open_mapping_closed_graph,Open mapping & closed graph theorems,Functional Analysis,1929-1932 (Banach),theorem,6,https://en.wikipedia.org/wiki/Open_mapping_theorem_(functional_analysis)
hilbert_spaces,Hilbert spaces,Functional Analysis,1904-1912,definition,5,https://en.wikipedia.org/wiki/Hilbert_space
orthonormal_bases,Orthonormal bases & Bessel/Parseval,Functional Analysis,1900s-1920s,theorem,5,https://en.wikipedia.org/wiki/Orthonormal_basis
bounded_linear_operators,Bounded linear operators,Functional Analysis,1920s-1930s,definition,5,https://en.wikipedia.org/wiki/Bounded_operator
spectral_theory_operators,Spectral theory of operators,Functional Analysis,1929 (von Neumann),theorem,8,https://en.wikipedia.org/wiki/Spectral_theory
self_adjoint_operators,Self-adjoint & unbounded operators,Functional Analysis,1929-1932 (von Neumann),definition,7,https://en.wikipedia.org/wiki/Self-adjoint_operator
c_star_algebras,C*-algebras & von Neumann algebras,Functional Analysis,1943 (Gelfand–Naimark),definition,8,https://en.wikipedia.org/wiki/C*-algebra
fourier_analysis,Fourier series & transforms,Analysis,1807-1822 (Fourier),theorem,4,https://en.wikipedia.org/wiki/Fourier_analysis
fourier_convergence_problem,Convergence of Fourier series (Dirichlet–Carleson),Analysis,1829-1966,theorem,7,https://en.wikipedia.org/wiki/Convergence_of_Fourier_series
carleson_theorem,Carleson's theorem,Analysis,1966,theorem,8,https://en.wikipedia.org/wiki/Carleson%27s_theorem
distributions_generalized_fns,Distributions (generalized functions),Functional Analysis,1945-1950 (Schwartz),definition,7,https://en.wikipedia.org/wiki/Distribution_(mathematics)
sobolev_spaces,Sobolev spaces,Functional Analysis,1930s (Sobolev),definition,7,https://en.wikipedia.org/wiki/Sobolev_space
harmonic_analysis_abstract,Abstract harmonic analysis,Functional Analysis,1930s-1950s,theorem,8,https://en.wikipedia.org/wiki/Harmonic_analysis
pontryagin_duality,Pontryagin duality,Functional Analysis,1934,theorem,8,https://en.wikipedia.org/wiki/Pontryagin_duality
real_analysis_metric_spaces,Metric spaces,Analysis,1906 (Fréchet),definition,3,https://en.wikipedia.org/wiki/Metric_space
banach_fixed_point,Banach fixed-point theorem,Analysis,1922,theorem,4,https://en.wikipedia.org/wiki/Banach_fixed-point_theorem
calculus_of_variations,Calculus of variations,Analysis,17th-18th c. (Euler/Lagrange),definition,5,https://en.wikipedia.org/wiki/Calculus_of_variations
euler_lagrange_eq,Euler–Lagrange equation,Analysis,1750s,theorem,5,https://en.wikipedia.org/wiki/Euler%E2%80%93Lagrange_equation
euclid_axioms_geometry,Euclid's postulates (Elements),Geometry,c.300 BCE,axiom,1,https://en.wikipedia.org/wiki/Euclidean_geometry
euclid_elements,Euclid's Elements,Geometry,c.300 BCE,object,3,https://en.wikipedia.org/wiki/Euclid%27s_Elements
parallel_postulate,Parallel postulate (5th postulate),Geometry,c.300 BCE,axiom,2,https://en.wikipedia.org/wiki/Parallel_postulate
saccheri_attempts,Saccheri's attempted proofs of postulate 5,Geometry,1733,object,3,https://en.wikipedia.org/wiki/Giovanni_Girolamo_Saccheri
non_euclidean_geometry,Non-Euclidean geometries (hyperbolic/elliptic),Geometry,1830s (Lobachevsky/Bolyai),theorem,5,https://en.wikipedia.org/wiki/Non-Euclidean_geometry
hyperbolic_geometry,Hyperbolic geometry,Geometry,1830s,object,5,https://en.wikipedia.org/wiki/Hyperbolic_geometry
elliptic_geometry,Elliptic/spherical geometry,Geometry,19th c. (Riemann),object,5,https://en.wikipedia.org/wiki/Elliptic_geometry
klein_erlangen_program,Klein's Erlangen program,Geometry,1872,theorem,7,https://en.wikipedia.org/wiki/Erlangen_program
projective_geometry,Projective geometry,Geometry,17th-19th c.,definition,4,https://en.wikipedia.org/wiki/Projective_geometry
riemannian_geometry,Riemannian geometry,Geometry,1854 (Riemann),theorem,7,https://en.wikipedia.org/wiki/Riemannian_geometry
gauss_curvature,Gauss's Theorema Egregium,Geometry,1827,theorem,6,https://en.wikipedia.org/wiki/Theorema_Egregium
gauss_bonnet_theorem,Gauss–Bonnet theorem,Geometry,19th c./1940s,theorem,7,https://en.wikipedia.org/wiki/Gauss%E2%80%93Bonnet_theorem
riemannian_metric_tensor,Riemannian metric tensor,Geometry,1854/1868,definition,6,https://en.wikipedia.org/wiki/Metric_tensor
geodesics,Geodesics,Geometry,18th-19th c.,definition,5,https://en.wikipedia.org/wiki/Geodesic
curvature_tensor_ricci,Riemann curvature tensor & Ricci curvature,Geometry,1861-1900 (Riemann/Ricci),definition,7,https://en.wikipedia.org/wiki/Riemann_curvature_tensor
general_relativity_geometry,General relativity (pseudo-Riemannian geometry),Geometry,1915 (Einstein),theorem,8,https://en.wikipedia.org/wiki/General_relativity
einstein_field_equations,Einstein field equations,Mathematical Physics,1915,theorem,8,https://en.wikipedia.org/wiki/Einstein_field_equations
differential_manifolds,Differentiable manifolds,Topology,20th c.,definition,6,https://en.wikipedia.org/wiki/Differentiable_manifold
tangent_bundles,Tangent bundles & vector fields,Topology,20th c.,definition,6,https://en.wikipedia.org/wiki/Tangent_bundle
differential_forms,Differential forms & exterior calculus,Topology,1899 (Cartan),definition,6,https://en.wikipedia.org/wiki/Differential_form
stokes_theorem_general,Generalized Stokes' theorem,Topology,19th-20th c.,theorem,6,https://en.wikipedia.org/wiki/Stokes%27_theorem
de_rham_cohomology,De Rham cohomology,Algebraic Topology,1931,theorem,8,https://en.wikipedia.org/wiki/De_Rham_cohomology
point_set_topology,"Point-set topology (open sets, axioms)",Topology,1906-1914 (Fréchet/Hausdorff),axiom,3,https://en.wikipedia.org/wiki/General_topology
hausdorff_spaces,Hausdorff & separation axioms,Topology,1914,definition,4,https://en.wikipedia.org/wiki/Hausdorff_space
continuity_topological,Continuity in topological spaces,Topology,1914,definition,4,https://en.wikipedia.org/wiki/Continuous_function
compactness,Compactness,Topology,1900s-1920s,definition,4,https://en.wikipedia.org/wiki/Compact_space
heine_borel,Heine–Borel theorem,Topology,1872-1895,theorem,4,https://en.wikipedia.org/wiki/Heine%E2%80%93Borel_theorem
connectedness,Connectedness,Topology,20th c.,definition,3,https://en.wikipedia.org/wiki/Connected_space
homotopy,Homotopy & fundamental group,Algebraic Topology,1895 (Poincaré),definition,5,https://en.wikipedia.org/wiki/Homotopy
covering_spaces,Covering spaces,Algebraic Topology,1913 (Weyl),definition,6,https://en.wikipedia.org/wiki/Covering_space
van_kampen_theorem,Van Kampen's theorem,Algebraic Topology,1933,theorem,6,https://en.wikipedia.org/wiki/Seifert%E2%80%93van_Kampen_theorem
homology_theory,Homology theory (simplicial/singular),Algebraic Topology,1895-1925,theorem,6,https://en.wikipedia.org/wiki/Homology_(mathematics)
cohomology_theory,Cohomology theory & cup products,Algebraic Topology,1930s-1940s,theorem,7,https://en.wikipedia.org/wiki/Cohomology
eilenberg_steenrod_axioms,Eilenberg–Steenrod axioms,Algebraic Topology,1945,axiom,8,https://en.wikipedia.org/wiki/Eilenberg%E2%80%93Steenrod_axioms
homotopy_groups_higher,Higher homotopy groups π_n,Algebraic Topology,1930s (Hurewicz),definition,7,https://en.wikipedia.org/wiki/Homotopy_group
fiber_bundles,Fiber bundles,Algebraic Topology,1930s-1940s,definition,7,https://en.wikipedia.org/wiki/Fiber_bundle
characteristic_classes,Characteristic classes,Algebraic Topology,1930s-1950s,definition,8,https://en.wikipedia.org/wiki/Characteristic_class
k_theory,K-theory,Algebraic Topology,1957-1961 (Atiyah–Hirzebruch),theorem,9,https://en.wikipedia.org/wiki/K-theory
atiyah_singer_index,Atiyah–Singer index theorem,Algebraic Topology,1963,theorem,9,https://en.wikipedia.org/wiki/Atiyah%E2%80%93Singer_index_theorem
poincare_conjecture,Poincaré Conjecture,Topology,1904/2003,theorem,10,https://en.wikipedia.org/wiki/Poincar%C3%A9_conjecture
perelman_ricci_flow,Perelman's proof via Ricci flow,Topology,2002-2003,theorem,10,https://en.wikipedia.org/wiki/Ricci_flow#Perelman's_proof
ricci_flow_hamilton,Hamilton's Ricci flow program,Topology,1982,theorem,9,https://en.wikipedia.org/wiki/Ricci_flow
geometrization_conjecture,Thurston's Geometrization Conjecture,Topology,1982/2003,theorem,10,https://en.wikipedia.org/wiki/Geometrization_conjecture
classification_surfaces,Classification of compact surfaces,Topology,19th-20th c.,theorem,6,https://en.wikipedia.org/wiki/Surface_(topology)#Classification_of_closed_surfaces
